item_id,query_sha256,rank,chunk_id,source_key,source_title,locator_type,locator,retrieval_score,chunk_text_sha256
SCB-P022,32b6389921226a43ed9eaddbe0adf2ab12da42fb7e515684ba62c727fc3e529d,4,MOE_HEALTH_2026_P142_C02,MOE_HEALTH_2026,2026년 학생건강증진 분야 주요업무 추진방향,PDF page,142,0.0177538434,6d84f8fb794f49dc7db34ddd9c2e51c0bd45f304554e2a736bcb1dd05f19d2f0
SCB-P023,3c4f1010f53ac4f79c0897782eccb0e4e57ec0e47e065ab9d18ed57f2bc5feba,1,MOE_SCM_2026_P047_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.1444918438,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P023,3c4f1010f53ac4f79c0897782eccb0e4e57ec0e47e065ab9d18ed57f2bc5feba,2,MOE_HEALTH_2026_P095_C03,MOE_HEALTH_2026,2026년 학생건강증진 분야 주요업무 추진방향,PDF page,95,0.0680110079,526580893bfb0791d282bdaf91f20c3999ff91763274d88d14d21db57e271d2c
SCB-P023,3c4f1010f53ac4f79c0897782eccb0e4e57ec0e47e065ab9d18ed57f2bc5feba,3,MOE_SCM_2026_P015_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,15,0.060754611,dc536d9d10f672746cf490b84c74c1d214c33625e6855bd31631c922c33acb53
SCB-P023,3c4f1010f53ac4f79c0897782eccb0e4e57ec0e47e065ab9d18ed57f2bc5feba,4,MOE_HEALTH_2026_P040_C04,MOE_HEALTH_2026,2026년 학생건강증진 분야 주요업무 추진방향,PDF page,40,0.0550507854,a406bd8c4aa901ff68e7b2a3cb192c58799c8634b2d696341d042a993769afb6
SCB-P024,2ffcbc09c3b263fe12915b391858c6865931ddf4746e6919613d6714937d2b8b,1,MOE_SCM_2026_P047_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.058597542,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P024,2ffcbc09c3b263fe12915b391858c6865931ddf4746e6919613d6714937d2b8b,2,MOE_MEAL_2021_P039_C02,MOE_MEAL_2021,제5차 개정 학교급식 위생관리 지침서,PDF page,39,0.0470105869,a600506ca3d57981ee7cbfb4e25ecbf40eb4762b27afbcce5a7e1bb6bebc93d9
SCB-P024,2ffcbc09c3b263fe12915b391858c6865931ddf4746e6919613d6714937d2b8b,3,MOE_MEAL_2021_P061_C02,MOE_MEAL_2021,제5차 개정 학교급식 위생관리 지침서,PDF page,61,0.0421043363,bea7d03192927daf96aaf99d18cb1ce6e1f5df790295d89f426e447b463fb848
SCB-P024,2ffcbc09c3b263fe12915b391858c6865931ddf4746e6919613d6714937d2b8b,4,MOE_HEALTH_2026_P092_C03,MOE_HEALTH_2026,2026년 학생건강증진 분야 주요업무 추진방향,PDF page,92,0.0366784477,4cfe10016d8d1aa923f0f0be3e818c8937aa119815a1758ba34fffc8ff483829
SCB-P025,7c98055fd18d85e0e41183b8e71fce5b6672de6aa0da60b0dbd13be3c98e15e9,1,MOE_HEALTH_2026_P062_C02,MOE_HEALTH_2026,2026년 학생건강증진 분야 주요업무 추진방향,PDF page,62,0.031509187,d950faf475d3c24bbc2b9f6d2d7ce69fc3b4b90fb4083c3cc6d7b0a1b2808b18
SCB-P025,7c98055fd18d85e0e41183b8e71fce5b6672de6aa0da60b0dbd13be3c98e15e9,2,MOE_HEALTH_2026_P142_C02,MOE_HEALTH_2026,2026년 학생건강증진 분야 주요업무 추진방향,PDF page,142,0.0296284176,6d84f8fb794f49dc7db34ddd9c2e51c0bd45f304554e2a736bcb1dd05f19d2f0
SCB-P025,7c98055fd18d85e0e41183b8e71fce5b6672de6aa0da60b0dbd13be3c98e15e9,3,MOE_SCM_2026_P047_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0287318039,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P025,7c98055fd18d85e0e41183b8e71fce5b6672de6aa0da60b0dbd13be3c98e15e9,4,MOE_SAFETY_2025_2027_DOC_C01,MOE_SAFETY_2025_2027,제4차 학교안전사고 예방 기본계획(2025~2027),document,1,0.0089967156,650417a08d3a4b3f0136f98059869465c34cbe55a13fb9c8f3cb043e3702a243
SCB-P026,474feebc10b3bc339764b7d98416e70b5bef43ad8acd768c3dad2c3142d8b3d7,1,MOE_SCM_2026_P047_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.035901051,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P026,474feebc10b3bc339764b7d98416e70b5bef43ad8acd768c3dad2c3142d8b3d7,2,MOE_HEALTH_2026_P142_C02,MOE_HEALTH_2026,2026년 학생건강증진 분야 주요업무 추진방향,PDF page,142,0.0300504106,6d84f8fb794f49dc7db34ddd9c2e51c0bd45f304554e2a736bcb1dd05f19d2f0
SCB-P026,474feebc10b3bc339764b7d98416e70b5bef43ad8acd768c3dad2c3142d8b3d7,3,MOE_SCM_2026_P049_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,49,0.0280336194,381c869a0f1c9fe18cca02411600b7c79e547d0a69e52e3fc253078090dd90a4
SCB-P026,474feebc10b3bc339764b7d98416e70b5bef43ad8acd768c3dad2c3142d8b3d7,4,MOE_SAFETY_2025_2027_DOC_C01,MOE_SAFETY_2025_2027,제4차 학교안전사고 예방 기본계획(2025~2027),document,1,0.0095142503,650417a08d3a4b3f0136f98059869465c34cbe55a13fb9c8f3cb043e3702a243
SCB-P027,a06d6cc5065bc3c1d1bad1dd9ce0fd5ee3c7ca0b852ce0b417c0dabefa4977d1,1,MOE_HEALTH_2026_P142_C02,MOE_HEALTH_2026,2026년 학생건강증진 분야 주요업무 추진방향,PDF page,142,0.0750511294,6d84f8fb794f49dc7db34ddd9c2e51c0bd45f304554e2a736bcb1dd05f19d2f0
SCB-P027,a06d6cc5065bc3c1d1bad1dd9ce0fd5ee3c7ca0b852ce0b417c0dabefa4977d1,2,MOE_HEALTH_2026_P143_C01,MOE_HEALTH_2026,2026년 학생건강증진 분야 주요업무 추진방향,PDF page,143,0.0644696063,5c71c28c76e8b3a1b7e7d875177a69fc2d052af52a49f562786771464829fa46
SCB-P027,a06d6cc5065bc3c1d1bad1dd9ce0fd5ee3c7ca0b852ce0b417c0dabefa4977d1,3,MOE_SCM_2026_P047_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0533995879,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P027,a06d6cc5065bc3c1d1bad1dd9ce0fd5ee3c7ca0b852ce0b417c0dabefa4977d1,4,MOE_SAFETY_2025_2027_DOC_C17,MOE_SAFETY_2025_2027,제4차 학교안전사고 예방 기본계획(2025~2027),document,1,0.0156118675,369fb0af565cd7b139eeaa2a029ad33d1af80651278bc0fd1d9b0113eedb1efd
SCB-P028,dd209d12ed4bec75c03f195b9b5e69651a304c5c061522d2bc0ce8e674a1f29f,1,MOE_SCM_2026_P047_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0415309985,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P028,dd209d12ed4bec75c03f195b9b5e69651a304c5c061522d2bc0ce8e674a1f29f,2,MOE_SCM_2026_P049_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,49,0.0366515255,accb82c542d59eaf7bf5bb8aadd2a78333869b10de4f9f5e664c17c3f224348f
SCB-P028,dd209d12ed4bec75c03f195b9b5e69651a304c5c061522d2bc0ce8e674a1f29f,3,MOE_HEALTH_2026_P046_C01,MOE_HEALTH_2026,2026년 학생건강증진 분야 주요업무 추진방향,PDF page,46,0.0359100374,63190955c879b2a80a4b9af0f46b50d11baaefaa10d7fa555c8311d959c669fe
SCB-P028,dd209d12ed4bec75c03f195b9b5e69651a304c5c061522d2bc0ce8e674a1f29f,4,MOE_SAFETY_2025_2027_DOC_C19,MOE_SAFETY_2025_2027,제4차 학교안전사고 예방 기본계획(2025~2027),document,1,0.0075941398,934d7a169173fdfd520baae7f3d4c22392bd64aa9d4a8454223f9d91ec48eaa4
SCB-P029,338ea44286488ed40a2b9b20341362bcfcfb874448500938ad8378ccce44e2e5,1,MOE_SCM_2026_P047_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0883573524,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P029,338ea44286488ed40a2b9b20341362bcfcfb874448500938ad8378ccce44e2e5,2,MOE_SCM_2026_P057_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,57,0.0535251736,d7f02dda3bc36b73c171342570d7ed7c482764695634a83c0eeec3e857537716
SCB-P029,338ea44286488ed40a2b9b20341362bcfcfb874448500938ad8378ccce44e2e5,3,MOE_HEALTH_2026_P145_C03,MOE_HEALTH_2026,2026년 학생건강증진 분야 주요업무 추진방향,PDF page,145,0.0314910136,9090c3d77bb8d2e60e96bd8f85009a5b45adc305145616c5ff265013033f7d17
SCB-P029,338ea44286488ed40a2b9b20341362bcfcfb874448500938ad8378ccce44e2e5,4,MOE_SAFETY_2025_2027_DOC_C20,MOE_SAFETY_2025_2027,제4차 학교안전사고 예방 기본계획(2025~2027),document,1,0.018700422,6102b337612afb96f880beabed6ed6d6dec53dab1a8190da7df4d4be8f406f9e
SCB-P030,491075ea43f132ac2b333f5f034611485262eae87737903a4e01b56527f22037,1,MOE_SCM_2026_P050_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,50,0.0390166251,2e46f4a467f018dfadf4169f907fd3e6ad3f894b9a5398f4f8b437d953da2f55
SCB-P030,491075ea43f132ac2b333f5f034611485262eae87737903a4e01b56527f22037,2,MOE_SCM_2026_P047_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0274881879,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P030,491075ea43f132ac2b333f5f034611485262eae87737903a4e01b56527f22037,3,MOE_SAFETY_2025_2027_DOC_C32,MOE_SAFETY_2025_2027,제4차 학교안전사고 예방 기본계획(2025~2027),document,1,0.0233999083,64637f126ddd019d88ece5beff0388e6e0b440ebadafe36d547a124d378d64aa
SCB-P030,491075ea43f132ac2b333f5f034611485262eae87737903a4e01b56527f22037,4,MOE_HEALTH_2026_P097_C01,MOE_HEALTH_2026,2026년 학생건강증진 분야 주요업무 추진방향,PDF page,97,0.0214851455,94c83bd42e2f72f0334312504fa518402b2fccf9bf47e4b7cbcadd0dca9e3080
SCB-P031,e28d6ece8b3a87ef9cdb75c3c791cac54467fdbe556405b0b972ae0e636a3f2b,1,MOE_SCM_2026_P047_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0882767554,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P031,e28d6ece8b3a87ef9cdb75c3c791cac54467fdbe556405b0b972ae0e636a3f2b,2,SEN_PRIVACY_2026_P087_C01,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,87,0.0444940765,0409b5428ca90557352506c7d3aa41670025226f0a52ae6389a357e69892e6de
SCB-P031,e28d6ece8b3a87ef9cdb75c3c791cac54467fdbe556405b0b972ae0e636a3f2b,3,MOE_SCM_2026_P050_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,50,0.04233427,372c7ba5463b1cb78d24aa2fa039df45b159931eb3d1cbaeeeb57c66078bf029
SCB-P031,e28d6ece8b3a87ef9cdb75c3c791cac54467fdbe556405b0b972ae0e636a3f2b,4,SEN_PRIVACY_2026_P086_C03,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,86,0.0415625287,c62ab4d3a076afc4a31ad336c8017a566eb14420c2fdce3992fccf097d84d108
SCB-P032,d20fc4522e292e001446d8639fc70dc3a67e64765dabe0717a266f4d26179de5,1,MOE_SCM_2026_P052_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,52,0.0686744702,fdadd903f33a9cb1282a9ca6e0e39fb414348166c3d3fa00d734a63ab5b4796c
SCB-P032,d20fc4522e292e001446d8639fc70dc3a67e64765dabe0717a266f4d26179de5,2,MOE_SCM_2026_P047_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0421211695,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P032,d20fc4522e292e001446d8639fc70dc3a67e64765dabe0717a266f4d26179de5,3,SEN_PRIVACY_2026_P083_C03,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,83,0.0391411746,471104f3c59d2ad80673e9f3aa2dd6f4516a54426b2a2825b4542155fc96ba44
SCB-P032,d20fc4522e292e001446d8639fc70dc3a67e64765dabe0717a266f4d26179de5,4,MOE_NEULBOM_2026_P265_C01,MOE_NEULBOM_2026,2026 초등돌봄·교육(늘봄학교) 운영 길라잡이,PDF page,265,0.0371903163,523fe4d60c1a2904852b4f52ec048985dc9d9ac300b07c829a94bbd721a5ab5d
SCB-P033,b084f6d412c99c6b5eac4a1ad9b194ae6541e7987650ccd618b23e9fca9c0e6b,1,SEN_PRIVACY_2026_P053_C01,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,53,0.0472934627,e79ccceb3fd75390d950e92f6ade6b413870a76173fedf0bb123a2d2812db79c
SCB-P033,b084f6d412c99c6b5eac4a1ad9b194ae6541e7987650ccd618b23e9fca9c0e6b,2,SEN_PRIVACY_2026_P049_C03,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,49,0.0458863435,df146b48c86682a9e1ad1173b73b3dffae5d98efcfdc24d493f9909636887d5f
SCB-P033,b084f6d412c99c6b5eac4a1ad9b194ae6541e7987650ccd618b23e9fca9c0e6b,3,MOE_SCM_2026_P047_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0306820516,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P033,b084f6d412c99c6b5eac4a1ad9b194ae6541e7987650ccd618b23e9fca9c0e6b,4,MOE_SCM_2026_P050_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,50,0.0216813199,2e46f4a467f018dfadf4169f907fd3e6ad3f894b9a5398f4f8b437d953da2f55
SCB-P034,6dfc3d7424108090ffa5f284a9d5b99e636775e0d3f65f0775193328e6ad87f3,1,MOE_NEULBOM_2026_P271_C04,MOE_NEULBOM_2026,2026 초등돌봄·교육(늘봄학교) 운영 길라잡이,PDF page,271,0.0775627918,c96391390b54385ad21d8c600f14e34a33d9d30f586cd886b67c110973841ebe
SCB-P034,6dfc3d7424108090ffa5f284a9d5b99e636775e0d3f65f0775193328e6ad87f3,2,SEN_PRIVACY_2026_P049_C01,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,49,0.0515933246,04b01c6cc57c2ef2040a9c46242d73175cc0978f867f6da5634609c9aceb3c50
SCB-P034,6dfc3d7424108090ffa5f284a9d5b99e636775e0d3f65f0775193328e6ad87f3,3,MOE_SCM_2026_P047_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0412164364,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P034,6dfc3d7424108090ffa5f284a9d5b99e636775e0d3f65f0775193328e6ad87f3,4,MOE_NEULBOM_2026_P283_C01,MOE_NEULBOM_2026,2026 초등돌봄·교육(늘봄학교) 운영 길라잡이,PDF page,283,0.0379216947,02a619561f973cace931f3f8e07655a55b2847434e345d8f68c91e1f43cf0133
SCB-P035,13a27ec4b7d02489b1fb87ad4284fdf052a6265adb3a03ec514f253c6674a438,1,MOE_SCM_2026_P047_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0669505471,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P035,13a27ec4b7d02489b1fb87ad4284fdf052a6265adb3a03ec514f253c6674a438,2,MOE_NEULBOM_2026_P124_C02,MOE_NEULBOM_2026,2026 초등돌봄·교육(늘봄학교) 운영 길라잡이,PDF page,124,0.060803722,71812ef1cc6e8c2fce6d1c12282e7eee57235d6daa8421e0bf8526b5f66ee5b5
SCB-P035,13a27ec4b7d02489b1fb87ad4284fdf052a6265adb3a03ec514f253c6674a438,3,MOE_NEULBOM_2026_P037_C04,MOE_NEULBOM_2026,2026 초등돌봄·교육(늘봄학교) 운영 길라잡이,PDF page,37,0.0593067623,b0035c036c0fb4a626048865cfbd823183533c03cae92203869d274b64fb433c
SCB-P035,13a27ec4b7d02489b1fb87ad4284fdf052a6265adb3a03ec514f253c6674a438,4,SEN_PRIVACY_2026_P088_C03,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,88,0.0534663778,f67493173e8f4fb60c0ec4bb40605b75dd1577d94a291fa8f7914deb2f189f51
SCB-P036,88994478147f5e3e4f89981d076efab66e5b384827668f90f804e91579e2db2b,1,MOE_NEULBOM_2026_P130_C01,MOE_NEULBOM_2026,2026 초등돌봄·교육(늘봄학교) 운영 길라잡이,PDF page,130,0.0592575202,4b0f4ef714d0da1fb7d7a5dfe7bc995c69a8f0ff82b934f6e5c146fd736a9993
SCB-P036,88994478147f5e3e4f89981d076efab66e5b384827668f90f804e91579e2db2b,2,MOE_NEULBOM_2026_P119_C02,MOE_NEULBOM_2026,2026 초등돌봄·교육(늘봄학교) 운영 길라잡이,PDF page,119,0.0565455197,53b373a4bbc48d35196bf56a11bbe84df11aec05ea575a03f249a1f7053a9972
SCB-P036,88994478147f5e3e4f89981d076efab66e5b384827668f90f804e91579e2db2b,3,MOE_SCM_2026_P034_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,34,0.0522605058,dd9fdb4ac22305ab0dac5e7c5ee60f61a45ea7c3490f06d3c30c9c966526e6cc
SCB-P036,88994478147f5e3e4f89981d076efab66e5b384827668f90f804e91579e2db2b,4,MOE_SCM_2026_P047_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0459085139,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P037,9319e40645c155da5e5a020c5ce24638e8cd64ad47f1c6c28e94448876615912,1,MOE_SCM_2026_P049_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,49,0.0745766069,accb82c542d59eaf7bf5bb8aadd2a78333869b10de4f9f5e664c17c3f224348f
SCB-P037,9319e40645c155da5e5a020c5ce24638e8cd64ad47f1c6c28e94448876615912,2,SEN_PRIVACY_2026_P060_C01,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,60,0.0685478022,e20524e3b926b42a8f017e1cc78a81fcf252b5263b42b6d202e3c3a79d9a5191
SCB-P037,9319e40645c155da5e5a020c5ce24638e8cd64ad47f1c6c28e94448876615912,3,MOE_SCM_2026_P054_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,54,0.0665333086,31d45a750f3e1dc313e8b2a7970e73a3d3409c55c800070f1196fc15b6b2fe93
SCB-P037,9319e40645c155da5e5a020c5ce24638e8cd64ad47f1c6c28e94448876615912,4,SEN_PRIVACY_2026_P082_C02,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,82,0.0436426229,9317ab3e66b41bdc3ccbb45c70df11ce54f51df8fd5a8061acffb701356a844a
SCB-P038,b77bf0dbf5719de0a119ab7abacc7d2d1d2e052d11d1db9c0d0f465bb4ed2e81,1,SEN_PRIVACY_2026_P086_C03,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,86,0.096650998,c62ab4d3a076afc4a31ad336c8017a566eb14420c2fdce3992fccf097d84d108
SCB-P038,b77bf0dbf5719de0a119ab7abacc7d2d1d2e052d11d1db9c0d0f465bb4ed2e81,2,SEN_PRIVACY_2026_P082_C01,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,82,0.0919147998,826b1bd4d1a066242e64c29df1ea5548a7828706451b72f6ee4b1a2fa985bb61
SCB-P038,b77bf0dbf5719de0a119ab7abacc7d2d1d2e052d11d1db9c0d0f465bb4ed2e81,3,MOE_SCM_2026_P050_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,50,0.0518680205,2e46f4a467f018dfadf4169f907fd3e6ad3f894b9a5398f4f8b437d953da2f55
SCB-P038,b77bf0dbf5719de0a119ab7abacc7d2d1d2e052d11d1db9c0d0f465bb4ed2e81,4,STAR_RECORD_2026_P043_C01,STAR_RECORD_2026,2026학년도 학교생활기록부 기재요령(초등학교),PDF page,43,0.0498552374,f588c1d5a9b1e2f798fbd917c6cf999bacec1dab933cafcac0fdc0a6d4bdd3bc
SCB-P039,c7109b7d2513541fad038e77fb710a7fcf3449a429a9f99082a642f659b604c3,1,SEN_PRIVACY_2026_P054_C01,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,54,0.0507226861,c3396231445200cbdd2b922f79e8e9c4553bf5c00286bab0e6111d2573fc4b17
SCB-P039,c7109b7d2513541fad038e77fb710a7fcf3449a429a9f99082a642f659b604c3,2,SEN_PRIVACY_2026_P053_C01,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,53,0.0498487702,e79ccceb3fd75390d950e92f6ade6b413870a76173fedf0bb123a2d2812db79c
SCB-P039,c7109b7d2513541fad038e77fb710a7fcf3449a429a9f99082a642f659b604c3,3,MOE_SCM_2026_P047_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0331588278,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P039,c7109b7d2513541fad038e77fb710a7fcf3449a429a9f99082a642f659b604c3,4,MOE_SCM_2026_P049_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,49,0.0255656018,381c869a0f1c9fe18cca02411600b7c79e547d0a69e52e3fc253078090dd90a4
SCB-P040,c62b9c5171a36051fe5955174b6d5b0c8e7d85d48a8a9d727205daad3fc2a334,1,SEN_PRIVACY_2026_P083_C03,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,83,0.066824505,471104f3c59d2ad80673e9f3aa2dd6f4516a54426b2a2825b4542155fc96ba44
SCB-P040,c62b9c5171a36051fe5955174b6d5b0c8e7d85d48a8a9d727205daad3fc2a334,2,SEN_PRIVACY_2026_P086_C03,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,86,0.0634554535,c62ab4d3a076afc4a31ad336c8017a566eb14420c2fdce3992fccf097d84d108
SCB-P040,c62b9c5171a36051fe5955174b6d5b0c8e7d85d48a8a9d727205daad3fc2a334,3,MOE_SCM_2026_P047_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0406837027,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P040,c62b9c5171a36051fe5955174b6d5b0c8e7d85d48a8a9d727205daad3fc2a334,4,STAR_RECORD_2026_P123_C03,STAR_RECORD_2026,2026학년도 학교생활기록부 기재요령(초등학교),PDF page,123,0.0377819141,d6cbb52b14801cb3b5811ff4b0581854f2c609cf119134ea786135853ee74e0a
SCB-P041,fcca0729cefddd00269207dcab4ee7021cebc0c48ab92491ed1d1dec0db7b3dc,1,SEN_PRIVACY_2026_P086_C03,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,86,0.1261139557,c62ab4d3a076afc4a31ad336c8017a566eb14420c2fdce3992fccf097d84d108
SCB-P041,fcca0729cefddd00269207dcab4ee7021cebc0c48ab92491ed1d1dec0db7b3dc,2,SEN_PRIVACY_2026_P084_C03,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,84,0.113687709,8edb9907be37bb692532ec6d79ed77e9762366152d032d604ac4f61aaf06ef06
SCB-P041,fcca0729cefddd00269207dcab4ee7021cebc0c48ab92491ed1d1dec0db7b3dc,3,MOE_SCM_2026_P057_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,57,0.0645197321,d7f02dda3bc36b73c171342570d7ed7c482764695634a83c0eeec3e857537716
SCB-P041,fcca0729cefddd00269207dcab4ee7021cebc0c48ab92491ed1d1dec0db7b3dc,4,STAR_RECORD_2026_P123_C03,STAR_RECORD_2026,2026학년도 학교생활기록부 기재요령(초등학교),PDF page,123,0.0602083256,d6cbb52b14801cb3b5811ff4b0581854f2c609cf119134ea786135853ee74e0a
SCB-P042,2524a58168fb49d9eae7eca8e2348ccb6af58b2f14e1f04b6603659a9c8537d2,1,MOE_SCM_2026_P047_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0812531716,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P042,2524a58168fb49d9eae7eca8e2348ccb6af58b2f14e1f04b6603659a9c8537d2,2,MOE_SCM_2026_P046_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,46,0.0792534101,0ad38bf66581646af89cd703b0cf6363842868749c531f89df3c7beb87fea8e0
SCB-P042,2524a58168fb49d9eae7eca8e2348ccb6af58b2f14e1f04b6603659a9c8537d2,3,SEN_PRIVACY_2026_P100_C02,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,100,0.0591645103,3d86df7f11b6f88a27f1d878db224fe44bccc80a3b6dc0f35aabfcee75c44a31
SCB-P042,2524a58168fb49d9eae7eca8e2348ccb6af58b2f14e1f04b6603659a9c8537d2,4,SEN_PRIVACY_2026_P103_C02,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,103,0.0587533942,6b5b8ed25c185d1674e3006e5cce1baa5becbf08630f698dd9c3124dc973fb68
SCB-P043,f290f1c211baa6337c2c66eeaab56a6d19be2f9895711a0331c5659fc5378e1d,1,MOE_SCM_2026_P047_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0907248303,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P043,f290f1c211baa6337c2c66eeaab56a6d19be2f9895711a0331c5659fc5378e1d,2,MOE_SCM_2026_P055_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,55,0.0620295363,2a3abb2b3b0b0077ee05f48d19c33bd794f0dddf0043b8931a3f56becaf15c3d
SCB-P043,f290f1c211baa6337c2c66eeaab56a6d19be2f9895711a0331c5659fc5378e1d,3,SEN_PRIVACY_2026_P081_C04,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,81,0.0408119315,e6543034f57cbc799487345172653a4a69874bcb58ba6504857f9bc6774b54f6
SCB-P043,f290f1c211baa6337c2c66eeaab56a6d19be2f9895711a0331c5659fc5378e1d,4,SEN_PRIVACY_2026_P063_C02,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,63,0.038080451,66858b421d5138eec7e9f5aaa822920f0ad3a85a9aae5d85a709e0a8fad72442
SCB-P044,2f0bce8a6a473174dff9461ae4034a062df5b538019a00ad111bdd936daede39,1,MOE_SCM_2026_P049_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,49,0.1049778274,accb82c542d59eaf7bf5bb8aadd2a78333869b10de4f9f5e664c17c3f224348f
