item_id,domain,title,rank,chunk_id,source,locator,retrieval_score,relevance_score,relevance_label,misleading_potential,audit_rationale,audit_provenance,chunk_text_sha256
SCB-P019,급식·보건,변경된 급식 메뉴,3,MOE_MEAL_2021_P022_C01,제5차 개정 학교급식 위생관리 지침서,PDF page 22,0.0392674865,1,관련·일반,0,급식 위생 일반 내용이지만 실제 메뉴 확인의 직접 근거는 아님,v0.9.0 선정 24문항 감사 승계,fb545626bd4b180568deaa0fc9c97463c50773faa8f9ccb93511037a33c45382
SCB-P019,급식·보건,변경된 급식 메뉴,4,MOE_SCM_2026_P047_C01,학교민원 처리 매뉴얼,PDF page 47,0.038782295,1,관련·일반,0,전화 민원 응대 일반론으로 간접 관련됨,v0.9.0 선정 24문항 감사 승계,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P020,급식·보건,식단표와 건의 경로,1,MOE_HEALTH_2026_P142_C02,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 142,0.0600444225,0,무관,1,먹는물 위생 기준으로 급식 의견 게시판 위치와 무관함,v0.10.0 나머지 24문항 신규 감사,6d84f8fb794f49dc7db34ddd9c2e51c0bd45f304554e2a736bcb1dd05f19d2f0
SCB-P020,급식·보건,식단표와 건의 경로,2,MOE_MEAL_2021_P198_C01,제5차 개정 학교급식 위생관리 지침서,PDF page 198,0.054804165,0,무관,1,식중독 대응 절차로 메뉴 의견 제출과 무관함,v0.10.0 나머지 24문항 신규 감사,a7adcd2ec198eff91d3571df3414c492d2b80ac1ec51c4d861c7bc5597457541
SCB-P020,급식·보건,식단표와 건의 경로,3,MOE_MEAL_2021_P183_C03,제5차 개정 학교급식 위생관리 지침서,PDF page 183,0.0546104312,1,관련·일반,0,급식 의견수렴 게시판 일반론으로 관련되지만 이 학교 경로의 직접 근거는 아님,v0.10.0 나머지 24문항 신규 감사,88aec0451916c84a8787f766b9407794d5845cbd9c1c48ee8a6d42729b4485e5
SCB-P020,급식·보건,식단표와 건의 경로,4,MOE_HEALTH_2026_P143_C01,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 143,0.0529010121,0,무관,1,정수기 관리 규정으로 급식 의견 접수와 무관함,v0.10.0 나머지 24문항 신규 감사,5c71c28c76e8b3a1b7e7d875177a69fc2d052af52a49f562786771464829fa46
SCB-P021,급식·보건,급식 후 일회성 불편 신고,1,MOE_HEALTH_2026_P142_C02,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 142,0.0831775169,0,무관,1,정수기 수질 기준을 급식 맛·냄새·이물 신고에 적용할 위험이 있음,v0.9.0 선정 24문항 감사 승계,6d84f8fb794f49dc7db34ddd9c2e51c0bd45f304554e2a736bcb1dd05f19d2f0
SCB-P021,급식·보건,급식 후 일회성 불편 신고,2,MOE_HEALTH_2026_P143_C01,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 143,0.0743688853,0,무관,1,냉온수기 관리카드로 급식 이상 신고와 무관함,v0.9.0 선정 24문항 감사 승계,5c71c28c76e8b3a1b7e7d875177a69fc2d052af52a49f562786771464829fa46
SCB-P021,급식·보건,급식 후 일회성 불편 신고,3,MOE_SCM_2026_P047_C02,학교민원 처리 매뉴얼,PDF page 47,0.0668875999,1,관련·일반,0,담당자 연결 표현은 일반 절차로 간접 관련됨,v0.9.0 선정 24문항 감사 승계,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P021,급식·보건,급식 후 일회성 불편 신고,4,MOE_MEAL_2021_P022_C01,제5차 개정 학교급식 위생관리 지침서,PDF page 22,0.0493707676,1,관련·일반,1,조리장 설계 기준을 개별 신고의 원인처럼 제시할 위험이 있음,v0.9.0 선정 24문항 감사 승계,fb545626bd4b180568deaa0fc9c97463c50773faa8f9ccb93511037a33c45382
SCB-P022,급식·보건,보건실 방문 안내 누락과 귀가 시간,1,MOE_SCM_2026_P047_C02,학교민원 처리 매뉴얼,PDF page 47,0.0952064437,1,관련·일반,0,민원 담당 연결 일반론으로 간접 관련됨,v0.10.0 나머지 24문항 신규 감사,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P022,급식·보건,보건실 방문 안내 누락과 귀가 시간,2,MOE_SCM_2026_P049_C01,학교민원 처리 매뉴얼,PDF page 49,0.065596683,0,무관,1,폭언 민원 대응으로 보건실 문의와 무관함,v0.10.0 나머지 24문항 신규 감사,accb82c542d59eaf7bf5bb8aadd2a78333869b10de4f9f5e664c17c3f224348f
SCB-P022,급식·보건,보건실 방문 안내 누락과 귀가 시간,3,MOE_MEAL_2021_P077_C01,제5차 개정 학교급식 위생관리 지침서,PDF page 77,0.0360121703,0,무관,1,HACCP 절차로 보건실 연락 경로와 무관함,v0.10.0 나머지 24문항 신규 감사,7c6977c25837678fe4fa6eace7bde0162a3e47c8264e75f3a23f1f7e4e324c9d
SCB-P022,급식·보건,보건실 방문 안내 누락과 귀가 시간,4,MOE_HEALTH_2026_P142_C02,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 142,0.0177538434,0,무관,1,먹는물 위생 기준으로 보건실 이용과 무관함,v0.10.0 나머지 24문항 신규 감사,6d84f8fb794f49dc7db34ddd9c2e51c0bd45f304554e2a736bcb1dd05f19d2f0
SCB-P023,급식·보건,급식 중 호흡 곤란 보고,1,MOE_SCM_2026_P047_C02,학교민원 처리 매뉴얼,PDF page 47,0.1444918438,1,관련·일반,0,민원 접수 일반론으로 간접 관련되지만 응급 대응 근거는 아님,v0.10.0 나머지 24문항 신규 감사,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P023,급식·보건,급식 중 호흡 곤란 보고,2,MOE_HEALTH_2026_P095_C03,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 95,0.0680110079,0,무관,0,급식 교육지원 내용으로 호흡곤란 응급상황과 무관함,v0.10.0 나머지 24문항 신규 감사,526580893bfb0791d282bdaf91f20c3999ff91763274d88d14d21db57e271d2c
SCB-P023,급식·보건,급식 중 호흡 곤란 보고,3,MOE_SCM_2026_P015_C02,학교민원 처리 매뉴얼,PDF page 15,0.060754611,0,무관,1,방문 민원 응대 일반론이 응급조치를 지연시킬 수 있음,v0.10.0 나머지 24문항 신규 감사,dc536d9d10f672746cf490b84c74c1d214c33625e6855bd31631c922c33acb53
SCB-P023,급식·보건,급식 중 호흡 곤란 보고,4,MOE_HEALTH_2026_P040_C04,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 40,0.0550507854,0,무관,1,정신건강 분류로 급성 호흡곤란과 무관함,v0.10.0 나머지 24문항 신규 감사,a406bd8c4aa901ff68e7b2a3cb192c58799c8634b2d696341d042a993769afb6
SCB-P024,급식·보건,식이 지원 누락과 진단 공개 요구,1,MOE_SCM_2026_P047_C01,학교민원 처리 매뉴얼,PDF page 47,0.058597542,1,관련·일반,0,민원 응대와 담당 연결 일반론으로 간접 관련됨,v0.9.0 선정 24문항 감사 승계,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P024,급식·보건,식이 지원 누락과 진단 공개 요구,2,MOE_MEAL_2021_P039_C02,제5차 개정 학교급식 위생관리 지침서,PDF page 39,0.0470105869,0,무관,0,소독조 위생화 관리로 식이 지원 조정과 무관함,v0.9.0 선정 24문항 감사 승계,a600506ca3d57981ee7cbfb4e25ecbf40eb4762b27afbcce5a7e1bb6bebc93d9
SCB-P024,급식·보건,식이 지원 누락과 진단 공개 요구,3,MOE_MEAL_2021_P061_C02,제5차 개정 학교급식 위생관리 지침서,PDF page 61,0.0421043363,1,관련·일반,0,식품안전 일반론이지만 알레르기·식이 지원 절차의 직접 근거는 아님,v0.9.0 선정 24문항 감사 승계,bea7d03192927daf96aaf99d18cb1ce6e1f5df790295d89f426e447b463fb848
SCB-P024,급식·보건,식이 지원 누락과 진단 공개 요구,4,MOE_HEALTH_2026_P092_C03,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 92,0.0366784477,1,관련·일반,0,영양교육 일반론으로 안전한 대체식 조정에 직접 답하지 못함,v0.9.0 선정 24문항 감사 승계,4cfe10016d8d1aa923f0f0be3e818c8937aa119815a1758ba34fffc8ff483829
SCB-P025,시설·통학안전,임시 통학문 위치,1,MOE_HEALTH_2026_P062_C02,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 62,0.031509187,0,무관,0,학교 먹는물 통계로 임시 등교문 안내와 무관함,v0.9.0 선정 24문항 감사 승계,d950faf475d3c24bbc2b9f6d2d7ce69fc3b4b90fb4083c3cc6d7b0a1b2808b18
SCB-P025,시설·통학안전,임시 통학문 위치,2,MOE_HEALTH_2026_P142_C02,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 142,0.0296284176,0,무관,0,정수기 관리 기준으로 통학 동선과 무관함,v0.9.0 선정 24문항 감사 승계,6d84f8fb794f49dc7db34ddd9c2e51c0bd45f304554e2a736bcb1dd05f19d2f0
SCB-P025,시설·통학안전,임시 통학문 위치,3,MOE_SCM_2026_P047_C02,학교민원 처리 매뉴얼,PDF page 47,0.0287318039,1,관련·일반,0,담당자 연결 표현은 일반 절차로 간접 관련됨,v0.9.0 선정 24문항 감사 승계,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P025,시설·통학안전,임시 통학문 위치,4,MOE_SAFETY_2025_2027_DOC_C01,제4차 학교안전사고 예방 기본계획(2025~2027),document 1,0.0089967156,1,관련·일반,0,학교안전 기본계획은 넓게 관련되지만 동문 위치·시간의 직접 근거는 아님,v0.9.0 선정 24문항 감사 승계,650417a08d3a4b3f0136f98059869465c34cbe55a13fb9c8f3cb043e3702a243
SCB-P026,시설·통학안전,운동장 개방과 주차 제한,1,MOE_SCM_2026_P047_C01,학교민원 처리 매뉴얼,PDF page 47,0.035901051,1,관련·일반,0,민원 처리 일반론으로 시설 이용 문의에만 간접 관련됨,v0.10.0 나머지 24문항 신규 감사,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P026,시설·통학안전,운동장 개방과 주차 제한,2,MOE_HEALTH_2026_P142_C02,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 142,0.0300504106,0,무관,1,먹는물 위생 기준으로 주말 운동장 주차와 무관함,v0.10.0 나머지 24문항 신규 감사,6d84f8fb794f49dc7db34ddd9c2e51c0bd45f304554e2a736bcb1dd05f19d2f0
SCB-P026,시설·통학안전,운동장 개방과 주차 제한,3,MOE_SCM_2026_P049_C02,학교민원 처리 매뉴얼,PDF page 49,0.0280336194,0,무관,1,폭언 민원 대응으로 정상적인 주차 문의와 무관함,v0.10.0 나머지 24문항 신규 감사,381c869a0f1c9fe18cca02411600b7c79e547d0a69e52e3fc253078090dd90a4
SCB-P026,시설·통학안전,운동장 개방과 주차 제한,4,MOE_SAFETY_2025_2027_DOC_C01,제4차 학교안전사고 예방 기본계획(2025~2027),document 1,0.0095142503,0,무관,1,학교안전계획 일반론으로 개방·주차 가능 여부의 직접 근거는 아님,v0.10.0 나머지 24문항 신규 감사,650417a08d3a4b3f0136f98059869465c34cbe55a13fb9c8f3cb043e3702a243
SCB-P027,시설·통학안전,교실 소음 위치 불명,1,MOE_HEALTH_2026_P142_C02,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 142,0.0750511294,0,무관,0,정수기 수질 기준으로 소음 원인 확인과 무관함,v0.9.0 선정 24문항 감사 승계,6d84f8fb794f49dc7db34ddd9c2e51c0bd45f304554e2a736bcb1dd05f19d2f0
SCB-P027,시설·통학안전,교실 소음 위치 불명,2,MOE_HEALTH_2026_P143_C01,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 143,0.0644696063,0,무관,0,냉온수기 관리카드로 소음 민원과 무관함,v0.9.0 선정 24문항 감사 승계,5c71c28c76e8b3a1b7e7d875177a69fc2d052af52a49f562786771464829fa46
SCB-P027,시설·통학안전,교실 소음 위치 불명,3,MOE_SCM_2026_P047_C02,학교민원 처리 매뉴얼,PDF page 47,0.0533995879,1,관련·일반,0,확인 후 회신이라는 일반 표현만 관련됨,v0.9.0 선정 24문항 감사 승계,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P027,시설·통학안전,교실 소음 위치 불명,4,MOE_SAFETY_2025_2027_DOC_C17,제4차 학교안전사고 예방 기본계획(2025~2027),document 1,0.0156118675,0,무관,1,사고 통계·학교안전지원시스템을 일반 소음 조치로 오인할 위험이 있음,v0.9.0 선정 24문항 감사 승계,369fb0af565cd7b139eeaa2a029ad33d1af80651278bc0fd1d9b0113eedb1efd
SCB-P028,시설·통학안전,통학버스 지연과 안내 불일치,1,MOE_SCM_2026_P047_C02,학교민원 처리 매뉴얼,PDF page 47,0.0415309985,1,관련·일반,1,담당자 전화번호 제공 예시는 버스 지연 민원에서 운전기사 연락처 제공으로 오인될 위험이 있음,v0.10.0 나머지 24문항 신규 감사,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P028,시설·통학안전,통학버스 지연과 안내 불일치,2,MOE_SCM_2026_P049_C01,학교민원 처리 매뉴얼,PDF page 49,0.0366515255,0,무관,1,폭언 민원 대응으로 통학버스 지연과 무관함,v0.10.0 나머지 24문항 신규 감사,accb82c542d59eaf7bf5bb8aadd2a78333869b10de4f9f5e664c17c3f224348f
SCB-P028,시설·통학안전,통학버스 지연과 안내 불일치,3,MOE_HEALTH_2026_P046_C01,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 46,0.0359100374,0,무관,1,자살예방 상담 앱으로 버스 운행 확인과 무관함,v0.10.0 나머지 24문항 신규 감사,63190955c879b2a80a4b9af0f46b50d11baaefaa10d7fa555c8311d959c669fe
SCB-P028,시설·통학안전,통학버스 지연과 안내 불일치,4,MOE_SAFETY_2025_2027_DOC_C19,제4차 학교안전사고 예방 기본계획(2025~2027),document 1,0.0075941398,0,무관,1,재난훈련 계획으로 현재 버스 지연과 무관함,v0.10.0 나머지 24문항 신규 감사,934d7a169173fdfd520baae7f3d4c22392bd64aa9d4a8454223f9d91ec48eaa4
SCB-P029,시설·통학안전,교내 노출 전선 신고,1,MOE_SCM_2026_P047_C02,학교민원 처리 매뉴얼,PDF page 47,0.0883573524,1,관련·일반,0,민원 접수 일반론으로 간접 관련됨,v0.10.0 나머지 24문항 신규 감사,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P029,시설·통학안전,교내 노출 전선 신고,2,MOE_SCM_2026_P057_C02,학교민원 처리 매뉴얼,PDF page 57,0.0535251736,0,무관,1,위협적 방문자·경찰 대응을 전선 노출 신고에 적용할 위험이 있음,v0.10.0 나머지 24문항 신규 감사,d7f02dda3bc36b73c171342570d7ed7c482764695634a83c0eeec3e857537716
SCB-P029,시설·통학안전,교내 노출 전선 신고,3,MOE_HEALTH_2026_P145_C03,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 145,0.0314910136,0,무관,0,급식 종사자 검진 규정으로 전기 위험과 무관함,v0.10.0 나머지 24문항 신규 감사,9090c3d77bb8d2e60e96bd8f85009a5b45adc305145616c5ff265013033f7d17
SCB-P029,시설·통학안전,교내 노출 전선 신고,4,MOE_SAFETY_2025_2027_DOC_C20,제4차 학교안전사고 예방 기본계획(2025~2027),document 1,0.018700422,1,관련·일반,0,안전교육 일반론으로 넓게 관련되지만 즉시 차단·시설 조치의 직접 근거는 아님,v0.10.0 나머지 24문항 신규 감사,6102b337612afb96f880beabed6ed6d6dec53dab1a8190da7df4d4be8f406f9e
SCB-P030,시설·통학안전,공사 낙하물과 즉시 개방 요구,1,MOE_SCM_2026_P050_C01,학교민원 처리 매뉴얼,PDF page 50,0.0390166251,0,무관,1,폭언·장시간 통화 대응으로 낙하물 안전 신고와 무관함,v0.9.0 선정 24문항 감사 승계,2e46f4a467f018dfadf4169f907fd3e6ad3f894b9a5398f4f8b437d953da2f55
SCB-P030,시설·통학안전,공사 낙하물과 즉시 개방 요구,2,MOE_SCM_2026_P047_C01,학교민원 처리 매뉴얼,PDF page 47,0.0274881879,1,관련·일반,0,전화 민원 응대 일반론으로 간접 관련됨,v0.9.0 선정 24문항 감사 승계,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P030,시설·통학안전,공사 낙하물과 즉시 개방 요구,3,MOE_SAFETY_2025_2027_DOC_C32,제4차 학교안전사고 예방 기본계획(2025~2027),document 1,0.0233999083,1,관련·일반,0,학교 밖 활동 안전계획은 넓게 관련되지만 공사 통학로 조치의 직접 근거는 아님,v0.9.0 선정 24문항 감사 승계,64637f126ddd019d88ece5beff0388e6e0b440ebadafe36d547a124d378d64aa
SCB-P030,시설·통학안전,공사 낙하물과 즉시 개방 요구,4,MOE_HEALTH_2026_P097_C01,2026년 학생건강증진 분야 주요업무 추진방향,PDF page 97,0.0214851455,0,무관,0,방학 급식지원으로 공사 안전과 무관함,v0.9.0 선정 24문항 감사 승계,94c83bd42e2f72f0334312504fa518402b2fccf9bf47e4b7cbcadd0dca9e3080
SCB-P031,돌봄·방과후,돌봄 신청 접수 확인,1,MOE_SCM_2026_P047_C02,학교민원 처리 매뉴얼,PDF page 47,0.0882767554,1,관련·일반,0,민원 처리 일반론으로 신청 상태 확인에 간접 관련됨,v0.10.0 나머지 24문항 신규 감사,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P031,돌봄·방과후,돌봄 신청 접수 확인,2,SEN_PRIVACY_2026_P087_C01,각급학교 개인정보 보호 도움자료,PDF page 87,0.0444940765,0,무관,1,외부행사 개인정보 동의로 지원 신청 상태와 무관함,v0.10.0 나머지 24문항 신규 감사,0409b5428ca90557352506c7d3aa41670025226f0a52ae6389a357e69892e6de
SCB-P031,돌봄·방과후,돌봄 신청 접수 확인,3,MOE_SCM_2026_P050_C02,학교민원 처리 매뉴얼,PDF page 50,0.04233427,0,무관,1,폭언 민원 대응으로 정상적인 신청 확인과 무관함,v0.10.0 나머지 24문항 신규 감사,372c7ba5463b1cb78d24aa2fa039df45b159931eb3d1cbaeeeb57c66078bf029
SCB-P031,돌봄·방과후,돌봄 신청 접수 확인,4,SEN_PRIVACY_2026_P086_C03,각급학교 개인정보 보호 도움자료,PDF page 86,0.0415625287,0,무관,1,외부행사 민감정보 동의로 신청 상태·연락처 변경과 무관함,v0.10.0 나머지 24문항 신규 감사,c62ab4d3a076afc4a31ad336c8017a566eb14420c2fdce3992fccf097d84d108
SCB-P032,돌봄·방과후,방과후 휴강과 보강 일정,1,MOE_SCM_2026_P052_C02,학교민원 처리 매뉴얼,PDF page 52,0.0686744702,0,무관,1,상급자·외부인 방문 절차로 보강 일정 안내와 무관함,v0.9.0 선정 24문항 감사 승계,fdadd903f33a9cb1282a9ca6e0e39fb414348166c3d3fa00d734a63ab5b4796c
SCB-P032,돌봄·방과후,방과후 휴강과 보강 일정,2,MOE_SCM_2026_P047_C02,학교민원 처리 매뉴얼,PDF page 47,0.0421211695,1,관련·일반,0,담당자 연결 표현은 일반 절차로 간접 관련됨,v0.9.0 선정 24문항 감사 승계,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P032,돌봄·방과후,방과후 휴강과 보강 일정,3,SEN_PRIVACY_2026_P083_C03,각급학교 개인정보 보호 도움자료,PDF page 83,0.0391411746,1,관련·일반,1,방과후 신청 개인정보 동의를 보강 일정·준비물에 적용할 위험이 있음,v0.9.0 선정 24문항 감사 승계,471104f3c59d2ad80673e9f3aa2dd6f4516a54426b2a2825b4542155fc96ba44
SCB-P032,돌봄·방과후,방과후 휴강과 보강 일정,4,MOE_NEULBOM_2026_P265_C01,2026 초등돌봄·교육(늘봄학교) 운영 길라잡이,PDF page 265,0.0371903163,1,관련·일반,0,늘봄 운영 일반론이지만 해당 보강 일정의 직접 근거는 아님,v0.9.0 선정 24문항 감사 승계,523fe4d60c1a2904852b4f52ec048985dc9d9ac300b07c829a94bbd721a5ab5d
SCB-P033,돌봄·방과후,돌봄 선정 결과 미확인,1,SEN_PRIVACY_2026_P053_C01,각급학교 개인정보 보호 도움자료,PDF page 53,0.0472934627,0,무관,1,가명정보·개인정보 담당부서를 돌봄 선정 결과 확인의 주 경로로 오인할 위험이 있음,v0.9.0 선정 24문항 감사 승계,e79ccceb3fd75390d950e92f6ade6b413870a76173fedf0bb123a2d2812db79c
SCB-P033,돌봄·방과후,돌봄 선정 결과 미확인,2,SEN_PRIVACY_2026_P049_C03,각급학교 개인정보 보호 도움자료,PDF page 49,0.0458863435,0,무관,1,개인정보 파기 절차로 선정 기준 문의와 무관함,v0.9.0 선정 24문항 감사 승계,df146b48c86682a9e1ad1173b73b3dffae5d98efcfdc24d493f9909636887d5f
SCB-P033,돌봄·방과후,돌봄 선정 결과 미확인,3,MOE_SCM_2026_P047_C01,학교민원 처리 매뉴얼,PDF page 47,0.0306820516,1,관련·일반,0,전화 민원 응대 일반론으로 간접 관련됨,v0.9.0 선정 24문항 감사 승계,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P033,돌봄·방과후,돌봄 선정 결과 미확인,4,MOE_SCM_2026_P050_C01,학교민원 처리 매뉴얼,PDF page 50,0.0216813199,0,무관,1,폭언 대응으로 정상적인 돌봄 문의와 무관함,v0.9.0 선정 24문항 감사 승계,2e46f4a467f018dfadf4169f907fd3e6ad3f894b9a5398f4f8b437d953da2f55
SCB-P034,돌봄·방과후,방과후 수강 취소와 환불액,1,MOE_NEULBOM_2026_P271_C04,2026 초등돌봄·교육(늘봄학교) 운영 길라잡이,PDF page 271,0.0775627918,0,무관,1,강사 대체 규정으로 취소·환불 문의와 무관함,v0.10.0 나머지 24문항 신규 감사,c96391390b54385ad21d8c600f14e34a33d9d30f586cd886b67c110973841ebe
SCB-P034,돌봄·방과후,방과후 수강 취소와 환불액,2,SEN_PRIVACY_2026_P049_C01,각급학교 개인정보 보호 도움자료,PDF page 49,0.0515933246,0,무관,1,개인정보 위탁 규정으로 환불 기준과 무관함,v0.10.0 나머지 24문항 신규 감사,04b01c6cc57c2ef2040a9c46242d73175cc0978f867f6da5634609c9aceb3c50
SCB-P034,돌봄·방과후,방과후 수강 취소와 환불액,3,MOE_SCM_2026_P047_C01,학교민원 처리 매뉴얼,PDF page 47,0.0412164364,1,관련·일반,0,민원 확인 일반론으로 간접 관련됨,v0.10.0 나머지 24문항 신규 감사,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P034,돌봄·방과후,방과후 수강 취소와 환불액,4,MOE_NEULBOM_2026_P283_C01,2026 초등돌봄·교육(늘봄학교) 운영 길라잡이,PDF page 283,0.0379216947,0,무관,1,강사 보험 규정으로 취소·환불과 무관함,v0.10.0 나머지 24문항 신규 감사,02a619561f973cace931f3f8e07655a55b2847434e345d8f68c91e1f43cf0133
SCB-P035,돌봄·방과후,등록되지 않은 귀가 인계자,1,MOE_SCM_2026_P047_C02,학교민원 처리 매뉴얼,PDF page 47,0.0669505471,1,관련·일반,0,민원 처리 일반론으로 간접 관련됨,v0.10.0 나머지 24문항 신규 감사,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P035,돌봄·방과후,등록되지 않은 귀가 인계자,2,MOE_NEULBOM_2026_P124_C02,2026 초등돌봄·교육(늘봄학교) 운영 길라잡이,PDF page 124,0.060803722,0,무관,1,부상자 병원 이송 절차를 미확인 성인 인계 상황에 적용할 위험이 있음,v0.10.0 나머지 24문항 신규 감사,71812ef1cc6e8c2fce6d1c12282e7eee57235d6daa8421e0bf8526b5f66ee5b5
SCB-P035,돌봄·방과후,등록되지 않은 귀가 인계자,3,MOE_NEULBOM_2026_P037_C04,2026 초등돌봄·교육(늘봄학교) 운영 길라잡이,PDF page 37,0.0593067623,1,관련·일반,0,돌봄 안전 일반론으로 넓게 관련됨,v0.10.0 나머지 24문항 신규 감사,b0035c036c0fb4a626048865cfbd823183533c03cae92203869d274b64fb433c
SCB-P035,돌봄·방과후,등록되지 않은 귀가 인계자,4,SEN_PRIVACY_2026_P088_C03,각급학교 개인정보 보호 도움자료,PDF page 88,0.0534663778,0,무관,1,졸업앨범 개인정보 규정으로 학생 인계 안전과 무관함,v0.10.0 나머지 24문항 신규 감사,f67493173e8f4fb60c0ec4bb40605b75dd1577d94a291fa8f7914deb2f189f51
SCB-P036,돌봄·방과후,돌봄 인계 기록 불일치와 CCTV 요구,1,MOE_NEULBOM_2026_P130_C01,2026 초등돌봄·교육(늘봄학교) 운영 길라잡이,PDF page 130,0.0592575202,1,관련·일반,1,돌봄 CCTV 설치·방범 내용은 관련되지만 영상 제공 범위의 근거로 쓰면 오도될 수 있음,v0.9.0 선정 24문항 감사 승계,4b0f4ef714d0da1fb7d7a5dfe7bc995c69a8f0ff82b934f6e5c146fd736a9993
SCB-P036,돌봄·방과후,돌봄 인계 기록 불일치와 CCTV 요구,2,MOE_NEULBOM_2026_P119_C02,2026 초등돌봄·교육(늘봄학교) 운영 길라잡이,PDF page 119,0.0565455197,1,관련·일반,1,돌봄 안전용 CCTV 운영은 관련되지만 열람·제공 절차를 설명하지 않음,v0.9.0 선정 24문항 감사 승계,53b373a4bbc48d35196bf56a11bbe84df11aec05ea575a03f249a1f7053a9972
SCB-P036,돌봄·방과후,돌봄 인계 기록 불일치와 CCTV 요구,3,MOE_SCM_2026_P034_C01,학교민원 처리 매뉴얼,PDF page 34,0.0522605058,0,무관,1,민원상담실 녹화 장치로 돌봄실 CCTV 제공 요구와 대상이 다름,v0.9.0 선정 24문항 감사 승계,f64f28c4139d98610668febe4af38b9af36c1ac6ff2ac15c1991323effedf64f
SCB-P036,돌봄·방과후,돌봄 인계 기록 불일치와 CCTV 요구,4,MOE_SCM_2026_P047_C02,학교민원 처리 매뉴얼,PDF page 47,0.0459085139,1,관련·일반,0,담당자 연결 표현은 일반 절차로 간접 관련됨,v0.9.0 선정 24문항 감사 승계,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P037,정보·개인정보,공개 교육계획 찾기,1,MOE_SCM_2026_P049_C01,학교민원 처리 매뉴얼,PDF page 49,0.0745766069,0,무관,1,폭언 전화 대응으로 공개 교육계획 위치 문의와 무관함,v0.9.0 선정 24문항 감사 승계,accb82c542d59eaf7bf5bb8aadd2a78333869b10de4f9f5e664c17c3f224348f
SCB-P037,정보·개인정보,공개 교육계획 찾기,2,SEN_PRIVACY_2026_P060_C01,각급학교 개인정보 보호 도움자료,PDF page 60,0.0685478022,0,무관,0,개인정보 담당자 교육계획으로 학교 교육계획 파일과 무관함,v0.9.0 선정 24문항 감사 승계,e20524e3b926b42a8f017e1cc78a81fcf252b5263b42b6d202e3c3a79d9a5191
SCB-P037,정보·개인정보,공개 교육계획 찾기,3,MOE_SCM_2026_P054_C01,학교민원 처리 매뉴얼,PDF page 54,0.0665333086,0,무관,1,방문 폭언 대응으로 정상적인 정보공개 문의와 무관함,v0.9.0 선정 24문항 감사 승계,31d45a750f3e1dc313e8b2a7970e73a3d3409c55c800070f1196fc15b6b2fe93
SCB-P037,정보·개인정보,공개 교육계획 찾기,4,SEN_PRIVACY_2026_P082_C02,각급학교 개인정보 보호 도움자료,PDF page 82,0.0436426229,0,무관,0,교육활동 홍보 개인정보 동의로 공개 파일 위치와 무관함,v0.9.0 선정 24문항 감사 승계,9317ab3e66b41bdc3ccbb45c70df11ce54f51df8fd5a8061acffb701356a844a
