item_id,model_family,domain,complexity,gold_processing_level,title,off_direction,on_direction,off_direction_correct,on_direction_correct,direction_changed,off_chars,on_chars,char_change_on_minus_off,context_exclusive_token_count,context_exclusive_token_rate,context_exclusive_3gram_count,context_exclusive_3gram_rate,longest_context_exclusive_word_run,off_repetition_index,on_repetition_index,repetition_change_on_minus_off,context_exclusive_token_examples,off_output,on_output
SCB-P024,Base,급식·보건,복합,담당자연계,식이 지원 누락과 진단 공개 요구,추가확인,추가확인,0,0,0,392,346,-46,2,0.03333333333333333,0,0.0,0,0.0,0.0,0.0,반영,"1. 핵심 요약: 식이 지원 요청은 확인되었으나 메뉴 확정 전이며, 체험활동 도시락에 반영되지 않았습니다. 진단서 제출 여부에 대한 문의도 함께 접수되었습니다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 체험활동 도시락 메뉴 확정 일정과 진단서 제출 여부에 대한 구체적인 내용  
4. 처리 계획: 우선 식이 지원 요청을 기록하고, 메뉴 확정 일정을 확인한 후 조정을 진행하며, 진단서 제출 여부에 따라 추가 조치를 검토하겠습니다.  
5. 회신 초안: 식이 지원 요청을 접수해 주셔서 감사합니다. 현재 메뉴 확정 전이라 체험활동 도시락에 반영되지 않은 점 양해해 주시기 바랍니다. 진단서 제출 여부에 따라 추가 조치가 필요할 경우, 확인 후 안내드리겠습니다. 불편을 드려 죄송합니다.","1. 핵심 요약: 식이 지원 요청이 체험활동 도시락에 반영되지 않았으며, 메뉴 확정 전이라 지원 필요는 확인되었음.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 체험활동 도시락의 메뉴 확정 일정과 해당 지원 요청이 포함될 예정인가?  
4. 처리 계획: 우선 해당 요청을 기록하고, 메뉴 확정 시 반영 여부를 확인한 후, 추가 조치를 취함. 개인정보는 요청자 정보만 기록하여 보호함.  
5. 회신 초안:  
민원인 안녕하세요. 요청하신 식이 지원 내용은 확인되었으며, 현재 체험활동 도시락의 메뉴가 확정되지 않은 상태입니다. 메뉴 확정 후 반영 여부를 확인하여 안내드리겠습니다. 불편을 드려 죄송합니다."
SCB-P024,Public chat SFT,급식·보건,복합,담당자연계,식이 지원 누락과 진단 공개 요구,추가확인,추가확인,0,0,0,418,408,-10,0,0.0,0,0.0,0,0.19512195121951215,0.052631578947368474,-0.14249037227214367,,"1. 민원인은 식이 지원 요청이 체험활동 도시락에 반영되지 않았으며, 참가를 빼지 않고 안전하게 먹을 수 있도록 해달라고 요청했다. 학교는 요청을 접수했으나 체험 담당자와 급식 담당자 간 조정이 누락되었고, 구체 메뉴는 아직 확정되지 않았다.
2. 추가확인
3. 체험 담당자와 급식 담당자 간 조정, 구체 메뉴 확정 여부
4. 첫째, 체험 담당자와 급식 담당자 간 조정을 진행한다. 둘째, 구체 메뉴를 확정하고, 민원인에게 조정 결과를 안내한다. 셋째, 민원인의 추가 문의 사항에 대해 상담한다.
5. 민원인의 식이 지원 요청은 접수되었으나, 체험 담당자와 급식 담당자 간 조정이 누락되었고, 구체 메뉴는 아직 확정되지 않았다. 첫째, 체험 담당자와 급식 담당자 간 조정을 진행한다. 둘째, 구체 메뉴를 확정하고, 민원인에게 조정 결과를 안내한다.","1. 학교의 식이 지원 요청이 체험활동 도시락에 반영되지 않았고, 참가를 빼지 말고 안전하게 먹을 수 있게 해달라는 민원이다. 학교는 요청을 접수했으나 체험 담당자와 급식 담당자 간 조정이 누락되었고, 지원 필요는 확인되었으나 구체 메뉴는 확정되지 않았다.
2. 추가확인
3. 체험 담당자와 급식 담당자 간 조정이 누락된 사항을 확인하고, 구체 메뉴를 확정할 수 있는 방법을 확인해야 한다.
4. 체험 담당자와 급식 담당자 간 조정을 재검토하고, 구체 메뉴를 확정하여 민원인에게 안내할 예정이다. 처리 과정에서 민원인의 개인정보는 보호할 것이며, 필요한 경우 추가 확인을 진행할 것이다.
5. 민원인의 식이 지원 요청에 대해 학교는 체험 담당자와 급식 담당자 간 조정을 재검토하고, 구체 메뉴를 확정하여 안전하게 제공할 예정이다."
SCB-P025,Base,시설·통학안전,단순,안내,임시 통학문 위치,안내,안내,1,1,0,379,328,-51,1,0.017241379310344827,0,0.0,0,0.0,0.0,0.0,않도록,"1. 핵심 요약: 정문이 공사로 인해 닫혀 등교 동선이 불편하다는 민원이며, 내일은 동문이 개방된다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선적으로 동문 개방 시간과 안전요원 배치 사실을 안내하고, 공사 구역 차단에 따른 위험 여부를 확인하여 추가 조치를 검토할 예정이다. 개인정보는 처리하지 않으며, 필요한 경우 학교 안전 담당자와 협의하여 후속 조치를 진행할 계획이다.  
5. 회신 초안: 내일은 동문을 통해 등교하시면 됩니다. 동문 개방 시간은 8시부터 9시까지이며, 안전요원이 배치되어 있습니다. 공사 구역은 차단되어 있으니, 안전에 유의하시기 바랍니다. 추가 문의사항이 있으시면 학교 안전 담당자에게 연락하시기 바랍니다.","1. 핵심 요약: 정문이 공사로 인해 닫혀 등교 동선이 불편하다는 민원이며, 내일은 동문이 개방되고 안전요원이 배치된 상태로 등교가 가능하다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선적으로 동문 개방 시각(8시~9시)을 안내하고, 안전요원 배치 사실을 확인하여 민원인의 등교 안전을 보장하며, 개인정보는 처리하지 않음.  
5. 회신 초안:  
등교 동선에 대한 우려를 이해합니다. 내일은 동문이 개방되며, 8시부터 9시까지 안전요원이 배치되어 있으니, 해당 시간대에 동문을 통해 등교하시면 됩니다. 불편을 겪으시지 않도록 하시기 바랍니다."
SCB-P025,Public chat SFT,시설·통학안전,단순,안내,임시 통학문 위치,추가확인,안내,0,1,1,226,218,-8,0,0.0,0,0.0,0,0.024390243902439046,0.2790697674418605,0.25467952353942147,,"1. 공사로 인한 정문 폐쇄로 인해 등교 동선이 불편하다. 내일 동문으로 등교하며 8시부터 9시까지 개방되며 안전요원이 배치되어 있다.
2. 추가확인
3. 없음
4. 우선 동문 개방 시간과 안전요원 배치를 확인하고, 공사 구역 차단 상태를 확인한 후 민원인에게 안내할 계획이다.
5. 공사로 인해 정문이 폐쇄되었으나, 내일은 동문으로 등교할 수 있으며 8시부터 9시까지 개방되며 안전요원이 배치되어 있다.","1. 공사로 인한 정문 폐쇄로 인해 등교 동선이 불편하다. 학교는 동문 개방 시간을 8시부터 9시까지로 정하고 안전요원을 배치했다.
2. 안내
3. 없음
4. 동문 개방 시간을 8시부터 9시까지로 정하고 안전요원을 배치하여 안전을 확보한다.
5. 공사로 인한 정문 폐쇄로 인해 등교 동선이 불편하나, 학교는 동문 개방 시간을 8시부터 9시까지로 정하고 안전요원을 배치하여 안전을 확보하겠다."
SCB-P026,Base,시설·통학안전,복합,안내,운동장 개방과 주차 제한,추가확인,안내,0,1,1,453,337,-116,2,0.03333333333333333,0,0.0,0,0.0,0.0,0.0,민원인에게 | 안녕하세요,"1. 핵심 요약: 주말 운동장 이용 시간이 10~16시임을 확인했으나, 차량 이용은 제한된 것으로 보입니다. 주차 여부에 대한 구체적인 안내가 필요합니다.  
2. 1차 처리 방향: 추가확인. 주차 제한 사항과 이용 시간에 대한 정확한 안내가 필요하며, 공식 규정을 확인해야 합니다.  
3. 확인할 사항: 토요일 운동장 이용 시 차량 출입 제한 여부와 주차 공간이 있는지 여부를 확인해 주세요.  
4. 처리 계획: 확인한 규정에 따라 이용 시간과 주차 제한 사항을 정리해 답변드리고, 추가 문의 시 담당 부서와 연계해 정확한 정보를 제공하겠습니다.  
5. 회신 초안: 토요일 운동장 이용 시간은 10시부터 16시까지입니다. 차량 출입은 제한되어 있으며, 주차는 가능하지 않습니다. 보행자 전용 출입구를 이용해 주시기 바랍니다. 추가 문의사항이 있으시면 학교 관리 부서와 연계해 정확한 안내를 드리겠습니다.","1. 핵심 요약: 주말 운동장 개방 시간은 10~16시이며, 차량 주차는 허용되지 않습니다. 이용 시간과 주차 여부에 대한 문의입니다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선으로 공지된 운동장 이용 시간과 주차 규정을 확인하여 민원인에게 정확한 정보를 제공합니다. 개인정보는 포함되지 않으며, 학교 규정에 따라 답변합니다.  
5. 회신 초안: 안녕하세요. 주말 운동장은 10시부터 16시까지 개방되며, 차량 주차는 허용되지 않습니다. 보행자 전용 출입구를 이용해 주시기 바랍니다. 이용 시간 및 주차 관련 문의는 위와 같습니다. 불편을 드려 죄송합니다."
SCB-P026,Public chat SFT,시설·통학안전,복합,안내,운동장 개방과 주차 제한,추가확인,추출불가,0,0,1,359,252,-107,1,0.020833333333333332,0,0.0,0,0.05882352941176472,0.0,-0.05882352941176472,민원인에게,"1. 주말 운동장 이용 시 차량 출입 제한과 주차 여부에 대해 문의하고 있다. 운동장은 토요일 10시부터 16시까지 개방하며, 교내 주차는 허용되지 않고 보행 출입구를 이용해야 한다.
2. 추가확인
3. 운동장 개방 시간과 주차 제한 정책에 대한 확인
4. 운동장 개방 시간은 토요일 10시부터 16시이며, 교내 주차는 허용되지 않고 보행 출입구를 이용해야 한다. 운동장 이용 시 차량은 출입이 불가능하며, 보행 출입구를 통해 접근해야 한다.
5. 주말 운동장은 토요일 10시부터 16시까지 개방되며, 차량은 출입이 불가능하고 보행 출입구를 이용해야 한다. 운동장 이용 시 주차는 허용되지 않으니 이용 시간과 주차 제한에 대해 확인해 주었다.","1. 주말 운동장 이용 시 차량 출입 제한과 주차 정책에 대해 문의했다. 해당 학교는 토요일 운동장 개방 시간을 10시부터 16시까지로 정해두었으며, 교내 주차는 허용하지 않고 보행 출입구를 이용하도록 하고 있다.
2. 담당자 연계
3. 확인할 사항: 없음
4. 처리 계획: 담당자 연계 후 민원인에게 답변을 제공할 예정이다.
5. 주말 운동장 이용 시 차량 출입은 제한되며, 교내 주차는 허용되지 않는다. 운동장 이용은 보행 출입구를 통해 가능하다."
SCB-P027,Base,시설·통학안전,단순,추가확인,교실 소음 위치 불명,추가확인,추가확인,1,1,0,388,428,40,2,0.025974025974025976,0,0.0,0,0.0,0.0,0.0,확인해 | 주시면,"1. 핵심 요약: 학교 내 소음으로 인해 공부에 방해받고 있다고 주장하며, 구체적인 소음 원인과 발생 시간 등은 확인되지 않았습니다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 소음이 발생한 구체적인 건물, 시간대, 소음의 종류(예: 공사, 방송, 수업 등)  
4. 처리 계획: 확인된 정보를 바탕으로 소음 원인을 파악하고, 해당 부서와 협의하여 소음 완화 조치를 검토할 예정입니다. 개인정보는 보호하여 처리하겠습니다.  
5. 회신 초안:  
민원인님, 학교 내 소음으로 인해 공부에 불편을 겪으신 점 확인하였습니다. 구체적인 소음 발생 시간, 위치, 종류 등을 확인하여 원인을 파악하고 조치할 계획입니다. 추가 정보가 필요하시면 언제든지 연락 주시기 바랍니다. 감사합니다.","1. 핵심 요약: 민원인은 소음으로 인해 공부에 방해받고 있다고 주장하며, 소음의 원인과 발생 시간 등은 확인되지 않았습니다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 소음이 발생한 구체적인 건물, 시간대, 소음의 종류(예: 공사, 방송, 수업 등)  
4. 처리 계획: 우선 소음 발생 시점과 위치를 확인하고, 해당 부서와 협의하여 소음 원인을 파악한 후, 필요한 경우 소음 관련 규정에 따라 조치를 검토할 예정입니다. 개인정보는 필요한 범위 내에서만 활용할 계획입니다.  
5. 회신 초안:  
민원인님, 소음에 대한 신고를 접수하였습니다. 소음 발생 시점과 위치, 소음의 종류(예: 공사, 방송 등)를 확인해 주시면 더 정확한 조치가 가능합니다. 확인된 내용에 따라 관련 부서와 협의 후, 추가 조치를 검토하겠습니다. 불편을 드려 죄송합니다."
SCB-P027,Public chat SFT,시설·통학안전,단순,추가확인,교실 소음 위치 불명,추가확인,추가확인,1,1,0,284,231,-53,4,0.08695652173913043,0,0.0,0,0.0,0.11904761904761907,0.11904761904761907,유사 | 사고,"1. 학교에서 큰 소리로 인해 공부가 불가능하다는 민원이 제기되었으나, 소음의 원인과 구체적인 상황에 대한 확인이 미흡하다.
2. 추가확인
3. 소음의 원인과 발생 시간, 지속 시간, 종류에 대한 구체적인 정보
4. 소음의 원인을 파악하고, 학교 내부 규정에 따라 소음 발생 원인을 조사하고, 필요한 경우 소음 발생 원인에 대한 조치를 취할 것이다.
5. 민원인의 불편에 대해 사과드리며, 소음 발생 원인을 파악하고 조치할 예정이니, 소음 발생 시 학교에 연락하여 소음 발생 원인을 파악해 달라고 부탁드린다.","1. 학교에서 소음으로 인해 공부가 불가능하다는 민원이 제기되었으나, 소음의 원인과 구체적인 상황에 대한 확인이 미흡하다. 2. 추가확인 3. 소음의 원인과 발생 시간, 지속 시간, 종류, 위험 징후 여부 4. 소음의 원인을 파악하고, 학교 안전지원시스템을 통해 유사 사고 예방을 위한 조치를 취할 계획이다. 5. 학교는 소음의 원인을 파악하고, 학교 안전지원시스템을 통해 유사 사고 예방을 위한 조치를 취하겠다."
SCB-P028,Base,시설·통학안전,복합,추가확인,통학버스 지연과 안내 불일치,추가확인,추가확인,1,1,0,350,467,117,2,0.024691358024691357,0,0.0,0,0.0,0.0,0.0,따라,"1. 핵심 요약: 지난주 버스가 늦어졌으며 앱과 안내문의 시간이 달라졌다는 주장이 있으나, 구체적인 노선, 날짜, 정류장 등은 확인되지 않았다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 지난주 버스 지연 발생한 노선, 날짜, 정류장, 앱과 안내문의 구체적인 시간 정보  
4. 처리 계획: 확인된 정보를 바탕으로 해당 노선의 운행 상황을 재검토하고, 기사와의 연락을 통해 상황을 파악한 후, 민원인께 상세한 처리 결과를 안내할 예정이다.  
5. 회신 초안: 지난주 버스 지연에 대해 확인해 드리겠습니다. 구체적인 노선, 날짜, 정류장 정보를 제공해 주시면 신속한 조치가 가능합니다. 불편을 드려 죄송합니다.","1. 핵심 요약: 학생 버스가 늦어졌고 앱 및 안내문 시간과 다름을 지적하며 기사에게 항의를 원함. 현재 학생들은 안전하게 귀가한 상태임.  
2. 1차 처리 방향: 추가확인. 기사 개인 연락처 및 노선, 날짜, 정류장, 안내문 버전 등 확인이 필요하며, 기사와의 연락이 필요함.  
3. 확인할 사항: 노선, 날짜, 정류장, 비교한 안내문 버전, 기사 개인 연락처.  
4. 처리 계획: 우선 기사와의 연락을 통해 사고 경위를 확인하고, 필요한 경우 교통 관련 담당자와 연계하여 조치 계획을 수립하며, 개인정보는 관련 규정에 따라 처리함.  
5. 회신 초안:  
""민원인님, 보호자님의 말씀 잘 접수하였습니다. 버스 시간 차이에 대해 확인을 위해 기사와의 연락을 통해 사고 경위를 파악하겠습니다. 확인된 내용에 따라 추가 조치가 필요한 경우, 교통 담당자와 함께 안내드리겠습니다. 민원인님의 불편에 깊이 사과드립니다. 감사합니다."""
SCB-P028,Public chat SFT,시설·통학안전,복합,추가확인,통학버스 지연과 안내 불일치,추가확인,추가확인,1,1,0,339,304,-35,1,0.015873015873015872,0,0.0,0,0.19696969696969702,0.0,-0.19696969696969702,학생들의,"1. 학생 버스 시간표와 실제 운행 시간이 불일치했고, 기사와의 소통이 필요하다. 현재 학생들은 안전하게 귀가한 상태이며, 구체적인 노선과 정류장 정보는 확인되지 않았다.
2. 추가확인
3. 버스 노선, 정류장, 기사 연락처, 시간표와 실제 운행 시간의 차이점
4. 학교는 버스 운행 시간과 시간표의 불일치에 대해 교통과 담당자와 협의하여 조치를 취할 예정이며, 기사와의 소통을 통해 문제를 해결할 계획이다. 개인정보는 민원인의 요청에 따라 보호할 예정이다.
5. 학교는 버스 운행 시간과 시간표의 불일치에 대해 교통과 담당자와 협의하여 조치를 취할 예정이며, 기사와의 소통을 통해 문제를 해결할 계획이다.","1. 버스 시간 불일치와 안내문 오류로 인한 민원인의 불만이 있다. 학교는 현재 학생들의 안전 귀가 확인, 노선 및 정류장 정보 미확인, 기사 연락처 미제공 상태이다.
2. 추가확인
3. 노선, 날짜, 정류장, 안내문 버전, 기사 연락처
4. 학교는 노선 및 정류장 정보를 확인하고, 기사 연락처를 제공하여 민원인의 불만을 해소할 계획이다. 개인정보는 민원인의 요청에 따라 처리할 예정이다.
5. 학교는 버스 시간 불일치와 안내문 오류에 대해 확인하고, 기사와 연락하여 문제를 해결하겠다. 민원인의 불편에 대해 사과하며, 향후 개선을 약속한다."
SCB-P029,Base,시설·통학안전,단순,담당자연계,교내 노출 전선 신고,추가확인,추가확인,0,0,0,396,421,25,3,0.039473684210526314,0,0.0,0,0.0,0.02777777777777779,0.02777777777777779,확인해 | 고려하여 | 신속히,"1. 핵심 요약: 복도에 끊어진 전선이 드러나 있어 안전 우려가 있으며, 전류 유무와 파손 원인은 확인되지 않았다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 전선이 전류를 흐르는 상태인지, 파손 원인을 파악할 수 있는 정보가 있는지  
4. 처리 계획: 즉시 현장 확인을 위해 성인 연락처를 통해 안전 점검을 요청하고, 파손 원인과 전류 유무를 확인한 후 대응 계획을 수립할 예정이다. 개인정보는 현장 확인 시 필요한 범위만 수집할 예정이다.  
5. 회신 초안: 안녕하세요. 보고해주신 복도 전선 파손 사례에 대해 확인을 위해 현장 상황을 확인하겠습니다. 전류 유무와 파손 원인을 파악한 후, 즉시 안전 조치를 취하겠습니다. 확인이 완료되면 다시 연락드리겠습니다. 불편을 드려 죄송합니다.","1. 핵심 요약: 본관 2층 계단 앞에 끊어진 전선이 드러나 있어 위험성이 있는 것으로 확인되었으며, 전류 유무 및 파손 원인은 확인되지 않았다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 전선이 전류를 흐르는 상태인지, 파손 원인을 파악할 수 있는 정보가 있는지.  
4. 처리 계획: 현장 확인을 위해 담당자와 연계하여 전선 상태를 점검하고, 필요한 경우 안전요원을 동원해 처리할 예정이며, 개인정보는 관련자만 접근 가능하다.  
5. 회신 초안:  
민원인님, 확인해 주셔서 감사합니다. 본관 2층 계단 앞에 끊어진 전선이 확인되었으며, 전류 유무 및 파손 원인을 확인하기 위해 담당자와 연계하여 현장 점검을 진행하겠습니다. 안전을 위해 필요한 경우 즉시 조치하겠습니다. 민원인님의 안전을 최우선으로 고려하여 신속히 대응하겠습니다."
SCB-P029,Public chat SFT,시설·통학안전,단순,담당자연계,교내 노출 전선 신고,추가확인,담당자연계,0,1,1,350,279,-71,2,0.03508771929824561,0,0.0,0,0.053333333333333344,0.24528301886792447,0.19194968553459113,따라,"1. 학생들이 지나는 복도에 끊어진 전선이 드러나 있다. 본관 2층 계단 앞에 위치한 현장에서 전류 흐름과 파손 원인은 확인되지 않았다.
2. 추가확인
3. 전선 파손 원인과 전류 흐름 여부, 현장에 파견된 담당자의 확인 결과
4. 우선 현장에 파견된 담당자가 전선 파손 원인과 전류 흐름 여부를 확인하고, 파손 시 전선을 교체하고, 파손 원인을 파악하여 보고할 예정이다. 파손 시 전선 교체와 파손 원인 파악을 완료하면 학교의 안전 관리 부서에 보고할 예정이다.
5. 민원인의 우려에 대해 확인하고, 현장에 파견된 담당자가 파손 원인과 전류 흐름 여부를 확인한 후 파손 시 전선을 교체하고, 파손 원인을 파악하여 보고하겠다.","1. 학교 복도에 전선이 드러나 있어 위험하다는 민원이 제기되었으며, 현장 연락은 가능하나 전류 흐름과 파손 원인은 확인되지 않았다.
2. 담당자연계
3. 전선 파손 원인과 전류 흐름 여부
4. 안전요원을 동행한 민원대응팀이 현장에 출동하여 위험 요인을 확인하고 필요한 경우 경찰에 신고할 예정이다. 확인 결과에 따라 추가 조치를 취할 것이다.
5. 안전요원을 동행한 민원대응팀이 현장에 출동하여 위험 요인을 확인하고 필요한 경우 경찰에 신고할 예정이다. 확인 결과에 따라 추가 조치를 취할 것이다."
SCB-P030,Base,시설·통학안전,복합,담당자연계,공사 낙하물과 즉시 개방 요구,추가확인,추가확인,0,0,0,494,439,-55,1,0.01282051282051282,0,0.0,0,0.0,0.013513513513513487,0.013513513513513487,필요한,"1. 핵심 요약: 공사구역 외 통학로에 자재가 떨어졌으며, 우회로 이용이 불편하다는 민원. 현재 해당 길은 임시 차단 중이며 사고 경위와 인명 피해 여부는 확인 중이다.  
2. 1차 처리 방향: 추가확인. 사고 경위와 인명 피해 여부 등 핵심 정보가 부족하여 정확한 대응이 필요하다.  
3. 확인할 사항: 낙하물로 인한 인명 피해 여부, 사고 경위, 해당 공사업체 명.  
4. 처리 계획: 우선 해당 구간을 안전하게 유지하고, 공사업체와 협의해 책임 소재를 확인한 후, 민원인에게 사전 안내 및 조치 결과를 전달할 예정. 개인정보는 관련자만 제한적으로 공유할 예정.  
5. 회신 초안: ""민원인님, 접수된 낙하물 관련 사고에 대해 현재 안전 점검 및 사고 경위 확인 중입니다. 인명 피해 여부와 관련된 추가 확인이 필요하다는 점을 안내드립니다. 확인 완료 후, 관련 공사업체와의 협의를 거쳐 조치 결과를 안내드리겠습니다. 민원인님의 안전을 최우선으로 고려해 주시기 바랍니다.""","1. 핵심 요약: 민원인은 공사구역 밖 통학로에 자재가 떨어졌다는 점을 지적하며, 우회로 이용 시 불편을 겪고 있으며, 공사업체 이름 공개와 책임 소재를 요구하고 있다. 현재 해당 길은 임시 차단 중이며, 사고 경위 및 인명 피해 여부는 확인 중이다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 사고 경위 및 인명 피해 여부, 해당 자재 낙하의 책임 있는 공사업체 확인  
4. 처리 계획: 사고 경위 및 인명 피해 여부를 확인한 후, 관련 공사업체를 파악하여 공개할 예정이며, 개인정보 보호에 유의하여 필요한 정보만 제공할 계획이다.  
5. 회신 초안:  
민원인님, 접수된 낙하물 신고에 대해 확인 중입니다. 사고 경위 및 인명 피해 여부를 파악한 후, 관련 공사업체 정보를 공개할 예정입니다. 확인 완료 후 안내드리겠습니다. 불편을 겪으신 점 깊이 사과드립니다."
SCB-P030,Public chat SFT,시설·통학안전,복합,담당자연계,공사 낙하물과 즉시 개방 요구,추가확인,담당자연계,0,1,1,221,256,35,3,0.05660377358490566,0,0.0,0,0.0,0.020408163265306145,0.020408163265306145,민원인의,"1. 낙하물로 인한 통학로 우회로 민원인은 안전 문제를 제기하고 있다. 해당 길은 임시 차단 중이며 사고 경위와 인명 피해 여부는 확인되지 않았다.
2. 추가확인
3. 사고 경위와 인명 피해 여부
4. 확인 후 안전 점검과 사고 경위를 조사하고, 필요한 경우 공사업체에 책임을 묻겠다.
5. 낙하물로 인한 통학로 우회로 인한 안전 문제에 대해 확인하고, 사고 경위와 인명 피해 여부를 조사하겠다.","1. 낙하물로 인한 통학로 우회로 민원인이 불편을 호소했으며, 해당 길은 임시 차단 중이다. 2. 민원인의 요구 사항은 안내, 추가확인, 담당자연계 중 추가확인이다. 3. 확인할 사항은 인명 피해 여부이다. 4. 우선 조치는 안전 점검과 사고 경위 확인을 진행하고, 담당 경로는 학교 안전 담당 부서이며, 개인정보 취급은 민원인의 신상 정보는 처리하지 않는다. 5. 민원인의 우려를 수용하며, 현재 임시 차단 중이니 안전 점검과 사고 경위 확인을 진행하겠다."
SCB-P031,Base,돌봄·방과후,단순,안내,돌봄 신청 접수 확인,안내,안내,1,1,0,330,343,13,4,0.06349206349206349,0,0.0,0,0.0,0.0,0.0,제3자 | 제공 | 보유 | 양해해,"1. 핵심 요약: 신청 접수 완료 및 심사 대기 상태이며, 선발 결과는 3월 7일 개별 통보 예정입니다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 현재 접수 상태를 확인해 주시고, 3월 7일 개별 통보일에 따라 결과를 안내드릴 예정입니다. 개인정보는 보호에 유의하며, 추가 문의 시 담당자와 연계하여 상세히 설명드리겠습니다.  
5. 회신 초안: 신청 접수가 완료되었으며, 현재 심사 대기 상태입니다. 선발 결과는 3월 7일 개별로 통보될 예정이오니, 해당 날짜에 결과를 안내드릴 예정입니다. 추가 문의사항이 있으시면 언제든지 연락 주시기 바랍니다.","1. 핵심 요약: 신청 접수 완료 및 심사 대기 상태이며, 선발 결과는 3월 7일 개별 통보 예정입니다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선 접수 상태를 확인하고, 3월 7일 결과 통보일에 따라 개별 안내 예정입니다. 개인정보는 해당 신청 시 수집된 정보에 한해 제3자 제공 및 보유 기간에 따라 관리됩니다.  
5. 회신 초안:  
민원인님, 신청 접수는 완료되었으며 현재 심사 대기 상태입니다. 선발 결과는 3월 7일 개별로 통보될 예정이오니, 해당 날짜에 안내드릴 수 있도록 양해해 주시기 바랍니다. 추가 문의사항이 있으시면 언제든지 연락 주시기 바랍니다."
SCB-P031,Public chat SFT,돌봄·방과후,단순,안내,돌봄 신청 접수 확인,추가확인,안내,0,1,1,273,195,-78,0,0.0,0,0.0,0,0.06779661016949157,0.2894736842105263,0.22167707404103476,,"1. 민원인은 신청 접수 상태를 문의했으며, 현재 접수 완료 및 심사 대기 상태로 표시되어 있다. 선발 결과는 3월 7일 개별 통보될 예정이다.
2. 추가확인
3. 접수 완료 여부, 심사 진행 상황, 개별 통보 일정
4. 접수 완료 및 심사 대기 상태를 확인하고, 개별 통보 일정을 안내한다. 개인정보는 민원인의 신청 정보만 포함하며, 처리는 학교의 공식 민원 접수 창구에서 진행한다.
5. 접수 완료 및 심사 대기 상태로 표시되어 있으며, 선발 결과는 3월 7일 개별 통보될 예정입니다.","1. 민원인은 신청 접수 상태를 확인하고 싶어하며, 공지에 따르면 선발 결과는 3월 7일 개별 통보될 예정이다. 2. 담당자 연계 3. 민원인의 신청 접수 상태 확인 4. 담당자 연계 후 민원인에게 개별 통보일에 결과를 안내할 예정이다. 5. 민원인은 신청 접수 상태를 확인하고 싶어하며, 공지에 따르면 선발 결과는 3월 7일 개별 통보될 예정이다."
SCB-P032,Base,돌봄·방과후,복합,안내,방과후 휴강과 보강 일정,안내,안내,1,1,0,410,372,-38,1,0.016129032258064516,0,0.0,0,0.02777777777777779,0.0,-0.02777777777777779,연락처를,"1. 핵심 요약: 방과후 수업이 4월 9일 취소되어 4월 16일에 보강 수업이 진행되며, 기존 준비물은 그대로 가져갈 수 있다. 수강자에게 최종 공지가 발송되었다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선 수강자에게 보강 날짜와 준비물 사용 가능 여부를 안내하고, 수업 진행 시 추가 문의사항이 있을 경우 담당 교사와 연계하여 확인할 예정이다. 개인정보는 수강자 정보에 한해 필요한 범위만 처리한다.  
5. 회신 초안:  
민원인님, 4월 9일 방과후 수업은 4월 16일 같은 시간, 같은 교실에서 보강 수업이 진행되며, 기존 준비물은 그대로 가져가실 수 있습니다. 수강자에게 최종 공지가 발송되었으니, 추가 문의사항이 있으시면 언제든지 연락 주시기 바랍니다. 불편을 드려 죄송합니다.","1. 핵심 요약: 방과후 수업이 4월 16일로 보강되며, 기존 준비물은 그대로 가져가도 된다고 안내됨. 수강자에게 공지가 발송됨.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선으로 4월 16일 보강 일정을 안내하고, 수강자에게 공지를 재확인하여 전달할 예정. 개인정보는 보강 일정과 관련된 내용만 공유하며, 추가 문의 시 담당자 연락처를 제공할 예정.  
5. 회신 초안:  
4월 16일 같은 시간, 같은 교실에서 보강 수업이 진행되오니, 기존 준비물은 그대로 가져가셔도 됩니다. 수강자에게 최종 안내가 전달되었으니, 추가 문의사항이 있으시면 학교 담당자(000-0000)로 연락 주시기 바랍니다. 불편을 드려 죄송합니다."
